transcript	zeroOne	annot.x	pident.x	length.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_13461_c26_g1_i1.p1	1	sp|Q9U2M7|AP4A_CAEEL	53	132	61	1	6	136	4	135	2.52E-43	142	sp|Q9U2M7|AP4A_CAEEL	53	132	61	1	4	135	6	136	4.30E-46	145
TRINITY_GG_13461_c29_g1_i1.p1	1	sp|A8K0R7|ZN839_HUMAN	23.8	386	165	12	711	1033	125	444	3.47E-08	62.4	sp|A8K0R7|ZN839_HUMAN	23.9	381	161	12	130	444	716	1033	2.95E-10	63.5
TRINITY_GG_13468_c12_g1_i1.p1	1	sp|Q9BZZ5|API5_HUMAN	55.7	524	213	8	5	523	3	512	6.23E-193	552	sp|Q9BZZ5|API5_HUMAN	55.7	524	213	8	3	512	5	523	2.94E-193	549
TRINITY_GG_13468_c14_g1_i9.p1	1	sp|O61307|TENM_DROME	75.7	2346	556	4	965	3306	376	2712	0	3446	sp|O61307|TENM_DROME	75.6	2355	560	5	376	2721	965	3314	0	3448
TRINITY_GG_13470_c2_g1_i5.p1	1	sp|Q8K2G4|BBS7_MOUSE	56.8	723	301	5	1	722	1	713	9.60E-289	811	sp|Q8K2G4|BBS7_MOUSE	56.9	722	300	5	1	712	1	721	4.86E-286	800
TRINITY_GG_13470_c2_g1_i5.p2	1	sp|Q80Y20|ALKB8_MOUSE	45.4	421	201	6	7	404	16	430	2.31E-121	369	sp|Q80Y20|ALKB8_MOUSE	45.4	421	201	6	16	430	7	404	5.43E-120	363
TRINITY_GG_13472_c31_g1_i2.p1	1	sp|Q80TM9|NISCH_MOUSE	34.5	330	201	3	11	327	147	474	2.87E-41	157	sp|Q80TM9|NISCH_MOUSE	35.9	315	187	3	147	459	11	312	2.60E-41	155
TRINITY_GG_13472_c34_g1_i5.p1	1	sp|P54352|EAS_DROME	45.6	419	141	5	18	357	101	511	6.73E-115	346	sp|P54352|EAS_DROME	45.6	419	141	5	101	511	18	357	1.24E-117	350
TRINITY_GG_13472_c34_g1_i5.p2	1	sp|Q178L7|SDHF2_AEDAE	68.8	109	34	0	51	159	52	160	9.98E-53	167	sp|Q178L7|SDHF2_AEDAE	68.8	109	34	0	52	160	51	159	2.71E-52	163
TRINITY_GG_13473_c0_g1_i2.p1	1	sp|Q5M7F6|DAA10_XENLA	67.2	354	116	0	1	354	5	358	8.08E-190	530	sp|Q5M7F6|DAA10_XENLA	67.2	354	116	0	5	358	1	354	1.85E-188	523
TRINITY_GG_13475_c1_g1_i2.p1	1	sp|Q6P3X8|PGBD2_HUMAN	42.8	138	77	2	2	138	136	272	4.59E-31	119	sp|Q6P3X8|PGBD2_HUMAN	42.8	138	77	2	136	272	2	138	4.03E-32	120
TRINITY_GG_13476_c12_g1_i1.p1	1	sp|Q63ZZ0|TM242_XENLA	44.7	123	65	3	16	136	22	143	9.55E-24	93.2	sp|Q63ZZ0|TM242_XENLA	41.2	136	77	3	9	143	3	136	1.33E-25	94.4
TRINITY_GG_13478_c0_g1_i1.p1	1	sp|Q6P8I6|COX11_MOUSE	64.9	202	67	2	28	229	77	274	4.71E-90	269	sp|Q6P8I6|COX11_MOUSE	64.9	202	67	2	77	274	28	229	3.26E-91	269
TRINITY_GG_13479_c12_g1_i1.p1	1	sp|Q147X3|NAA30_HUMAN	81.5	157	29	0	169	325	206	362	9.80E-86	265	sp|Q147X3|NAA30_HUMAN	81.5	157	29	0	206	362	169	325	4.50E-87	265
TRINITY_GG_13479_c13_g1_i3.p1	1	sp|Q2YDC9|PDCD2_BOVIN	41	378	178	8	5	375	1	340	8.11E-93	286	sp|Q2YDC9|PDCD2_BOVIN	41	378	178	8	1	340	5	375	2.26E-90	276
TRINITY_GG_13479_c14_g1_i1.p1	1	sp|Q76MT4|ESF1_RAT	40.1	584	272	15	180	730	293	831	1.13E-95	318	sp|Q76MT4|ESF1_RAT	40.1	584	272	15	293	831	180	730	7.77E-95	312
TRINITY_GG_13479_c16_g1_i3.p2	1	sp|Q7SXP2|ULA1_DANRE	53	526	245	2	14	537	8	533	1.12E-210	598	sp|Q7SXP2|ULA1_DANRE	52.8	528	247	2	6	533	12	537	3.27E-207	585
TRINITY_GG_13479_c18_g1_i2.p1	1	sp|B5DDX6|SMG9_XENTR	36.9	388	195	8	35	396	63	426	1.01E-68	228	sp|B5DDX6|SMG9_XENTR	37.1	385	192	8	63	423	35	393	1.89E-70	229
TRINITY_GG_13503_c5_g1_i2.p1	1	sp|Q9BYT1|S17A9_HUMAN	42.2	313	174	4	25	337	18	323	5.83E-78	249	sp|Q9BYT1|S17A9_HUMAN	42	314	175	4	18	324	25	338	7.11E-80	251
TRINITY_GG_13503_c7_g1_i2.p1	1	sp|Q9VQZ6|ELP3_DROME	83.9	304	48	1	5	307	4	307	4.55E-188	531	sp|Q9VQZ6|ELP3_DROME	84.6	298	46	0	10	307	10	307	2.35E-189	532
TRINITY_GG_13503_c8_g1_i3.p1	1	sp|Q7ZVE6|PLGT2_DANRE	50.6	484	225	7	25	506	29	500	3.09E-169	490	sp|Q7ZVE6|PLGT2_DANRE	50.7	483	224	7	30	500	26	506	2.53E-170	489
TRINITY_GG_13503_c8_g1_i3.p2	1	sp|Q66H58|INT14_RAT	52.3	279	123	5	16	287	232	507	1.47E-91	283	sp|Q66H58|INT14_RAT	52.3	279	123	5	232	507	16	287	5.33E-90	276
TRINITY_GG_13508_c3_g1_i1.p1	1	sp|Q0MQB3|NDUA9_GORGO	47.6	351	165	6	43	392	39	371	1.57E-97	298	sp|Q0MQB3|NDUA9_GORGO	47.6	351	165	6	39	371	43	392	7.81E-97	293
TRINITY_GG_13508_c4_g1_i1.p1	1	sp|Q9VR81|NAGA_DROME	61.4	391	149	1	10	400	26	414	8.70E-177	502	sp|Q9VR81|NAGA_DROME	61.4	391	149	1	26	414	10	400	8.91E-179	504
TRINITY_GG_13513_c65_g1_i1.p1	1	sp|Q24537|HMG2_DROME	75.3	170	37	2	1	165	170	339	2.23E-83	255	sp|Q24537|HMG2_DROME	75.3	170	37	2	170	339	1	165	1.16E-82	250
TRINITY_GG_13513_c71_g1_i1.p1	1	sp|P25153|UBCD6_DROME	92.1	151	12	0	1	151	1	151	1.38E-102	293	sp|P25153|UBCD6_DROME	92.1	151	12	0	1	151	1	151	2.10E-103	292
TRINITY_GG_13513_c73_g1_i1.p1	1	sp|B5XB27|KFA_SALSA	33.6	292	182	7	4	292	11	293	8.78E-48	164	sp|B5XB27|KFA_SALSA	33.6	292	182	7	11	293	4	292	6.57E-50	166
TRINITY_GG_13513_c75_g1_i1.p1	1	sp|Q9NV31|IMP3_HUMAN	63.5	181	65	1	1	180	1	181	2.41E-80	239	sp|Q9NV31|IMP3_HUMAN	63.5	181	65	1	1	181	1	180	8.20E-81	237
TRINITY_GG_13513_c77_g1_i4.p1	1	sp|Q5U4C3|SFR19_MOUSE	70.7	75	22	0	1427	1501	1149	1223	1.36E-21	106	sp|Q5U4C3|SFR19_MOUSE	70.7	75	22	0	1149	1223	1427	1501	1.04E-24	111
TRINITY_GG_13513_c79_g1_i5.p1	1	sp|Q8IYT2|CMTR2_HUMAN	33.3	723	399	16	27	681	23	730	3.45E-114	365	sp|Q8IYT2|CMTR2_HUMAN	33.5	723	398	17	23	730	27	681	2.35E-113	360
TRINITY_GG_13513_c80_g1_i1.p1	1	sp|Q4QR75|EXOS9_RAT	41.6	375	191	4	1	360	1	362	2.36E-100	311	sp|Q4QR75|EXOS9_RAT	43.7	339	178	2	1	326	1	339	1.24E-101	310
TRINITY_GG_13513_c81_g1_i5.p2	1	sp|Q63625|PHRF1_RAT	56	191	77	3	195	378	101	291	3.96E-62	220	sp|Q63625|PHRF1_RAT	52.4	210	93	3	82	291	176	378	2.25E-62	219
TRINITY_GG_13513_c82_g1_i1.p1	1	sp|Q17Q39|SAP30_AEDAE	80.6	170	32	1	2	171	4	172	5.95E-99	285	sp|Q17Q39|SAP30_AEDAE	80.6	170	32	1	4	172	2	171	2.75E-97	278
TRINITY_GG_13513_c84_g1_i2.p1	1	sp|Q24298|CADE_DROME	51.2	1329	614	19	56	1367	82	1392	0	1268	sp|Q24298|CADE_DROME	51.2	1328	613	19	82	1391	56	1366	0	1263
TRINITY_GG_13513_c86_g2_i1.p1	1	sp|Q5ZL77|RIC8A_CHICK	40.6	562	289	11	9	569	10	527	1.41E-122	375	sp|Q5ZL77|RIC8A_CHICK	40.6	562	289	11	10	527	9	569	6.47E-119	362
TRINITY_GG_13539_c1_g1_i5.p1	1	sp|Q68CZ1|FTM_HUMAN	22.1	412	256	10	43	410	40	430	6.61E-06	53.5	sp|Q68CZ1|FTM_HUMAN	21.8	321	217	7	40	359	43	330	9.87E-08	55.8
TRINITY_GG_13540_c3_g1_i2.p1	1	sp|Q3T0V4|RS11_BOVIN	82.5	154	25	1	4	155	5	158	3.26E-86	252	sp|Q3T0V4|RS11_BOVIN	82.5	154	25	1	5	158	4	155	2.37E-88	254
TRINITY_GG_13549_c1_g1_i6.p1	1	sp|Q86UD5|SL9B2_HUMAN	42.3	473	257	5	82	544	70	536	1.21E-114	353	sp|Q86UD5|SL9B2_HUMAN	42.9	464	252	4	70	527	82	538	6.20E-117	355
TRINITY_GG_13552_c16_g1_i1.p1	1	sp|Q24020|FLII_DROME	62.9	1255	447	8	6	1245	3	1253	0	1327	sp|Q24020|FLII_DROME	62.9	1255	447	8	3	1253	6	1245	0	1318
TRINITY_GG_13552_c20_g1_i5.p1	1	sp|O95544|NADK_HUMAN	63.6	385	127	4	91	469	61	438	2.84E-168	485	sp|O95544|NADK_HUMAN	62.4	399	134	5	50	438	77	469	6.50E-171	488
TRINITY_GG_13552_c22_g1_i1.p1	1	sp|A6QQ71|FKBP6_BOVIN	25.8	283	206	2	86	368	17	295	9.80E-29	119	sp|A6QQ71|FKBP6_BOVIN	25.8	283	206	2	17	295	86	368	3.75E-31	122
TRINITY_GG_13552_c23_g1_i5.p1	1	sp|Q12802|AKP13_HUMAN	31.6	719	416	21	372	1044	1801	2489	2.18E-77	288	sp|Q12802|AKP13_HUMAN	31.6	712	411	21	1801	2482	372	1037	1.10E-76	282
TRINITY_GG_13553_c0_g1_i1.p1	1	sp|P61799|APTX_DANRE	50.6	178	83	2	20	194	147	322	4.21E-56	183	sp|P61799|APTX_DANRE	49.5	184	88	2	141	322	14	194	6.30E-59	187
TRINITY_GG_13559_c14_g1_i4.p2	1	sp|B2GUE2|LRRF2_XENTR	46	391	191	4	157	544	30	403	1.35E-83	268	sp|B2GUE2|LRRF2_XENTR	46.2	390	190	4	31	403	158	544	2.28E-80	256
TRINITY_GG_13559_c14_g3_i1.p1	1	sp|Q8TB96|TIP_HUMAN	38.3	593	300	20	74	616	36	612	4.69E-119	369	sp|Q8TB96|TIP_HUMAN	38.3	593	300	20	36	612	74	616	2.34E-118	364
TRINITY_GG_13562_c18_g1_i1.p1	1	sp|P63271|SPT4A_MOUSE	69.3	114	35	0	1	114	1	114	2.76E-59	181	sp|P63271|SPT4A_MOUSE	69.3	114	35	0	1	114	1	114	1.98E-61	182
TRINITY_GG_13562_c24_g1_i1.p1	1	sp|O88874|CCNK_MOUSE	69.1	262	79	2	2	263	22	281	6.93E-129	385	sp|O88874|CCNK_MOUSE	69.1	262	79	2	22	281	2	263	8.33E-132	390
TRINITY_GG_13562_c24_g1_i1.p3	1	sp|P15357|RS27A_DROME	92.9	156	11	0	1	156	1	156	8.27E-98	281	sp|P15357|RS27A_DROME	92.9	156	11	0	1	156	1	156	1.19E-99	282
TRINITY_GG_13562_c25_g1_i2.p1	1	sp|Q9CR47|NSA2_MOUSE	76.5	260	60	1	1	259	1	260	3.63E-138	392	sp|Q9CR47|NSA2_MOUSE	76.5	260	60	1	1	260	1	259	6.10E-139	390
TRINITY_GG_13562_c27_g1_i1.p1	1	sp|Q8HXY4|ODBA_MACFA	63.1	415	150	1	18	432	32	443	2.64E-190	538	sp|Q8HXY4|ODBA_MACFA	63.1	415	150	1	32	443	18	432	4.51E-191	537
TRINITY_GG_13562_c32_g1_i2.p1	1	sp|Q9VVA0|Y9705_DROME	70.8	113	29	1	37	149	31	139	1.86E-53	168	sp|Q9VVA0|Y9705_DROME	70.8	113	29	1	31	139	37	149	2.93E-54	167
TRINITY_GG_13562_c33_g1_i2.p1	1	sp|Q62130|PTN14_MOUSE	32	1263	686	29	1	1164	1	1189	7.60E-150	483	sp|Q62130|PTN14_MOUSE	32	1263	686	29	1	1189	1	1164	2.74E-157	499
TRINITY_GG_13566_c1_g1_i1.p1	1	sp|Q09YL6|SAMD5_BOVIN	40.4	203	81	4	67	267	1	165	8.14E-33	122	sp|Q09YL6|SAMD5_BOVIN	39.3	206	82	5	1	165	64	267	1.83E-35	124
TRINITY_GG_13581_c0_g1_i1.p1	1	sp|Q4V5A3|UNPG_DROME	67	109	23	1	32	140	324	419	1.30E-33	127	sp|Q4V5A3|UNPG_DROME	67	109	23	1	324	419	32	140	9.56E-35	128
TRINITY_GG_13586_c10_g1_i1.p1	1	sp|P35520|CBS_HUMAN	62.1	507	190	1	22	526	43	549	2.36E-236	664	sp|P35520|CBS_HUMAN	62.1	507	190	1	43	549	22	526	1.16E-236	661
TRINITY_GG_13586_c11_g1_i4.p1	1	sp|Q9D7H3|RTCA_MOUSE	49.9	361	175	1	5	359	6	366	9.81E-120	353	sp|Q9D7H3|RTCA_MOUSE	49.9	361	175	1	6	366	5	359	2.35E-120	351
TRINITY_GG_13592_c6_g1_i1.p1	1	sp|P52912|TIA1_MOUSE	51.8	369	148	8	7	360	2	355	1.89E-118	352	sp|P52912|TIA1_MOUSE	51.3	376	139	9	2	355	7	360	8.05E-122	357
TRINITY_GG_13592_c8_g1_i3.p1	1	sp|Q9P2K8|E2AK4_HUMAN	38	1192	627	34	54	1192	516	1648	4.61E-219	679	sp|Q9P2K8|E2AK4_HUMAN	37.9	1183	641	34	516	1648	54	1192	4.79E-215	665
TRINITY_GG_13595_c7_g1_i1.p1	1	sp|Q24093|ABHD2_DROME	67.1	392	128	1	1	392	1	391	3.54E-206	582	sp|Q24093|ABHD2_DROME	67.1	392	128	1	1	391	1	392	1.50E-207	581
TRINITY_GG_13599_c12_g1_i2.p1	1	sp|Q13637|RAB32_HUMAN	65.6	224	71	3	480	699	4	225	1.28E-94	295	sp|Q13637|RAB32_HUMAN	67.3	214	68	2	14	225	486	699	4.31E-97	296
TRINITY_GG_13607_c9_g1_i25.p1	1	sp|A7MB28|NDRG3_BOVIN	43.6	321	170	4	90	406	2	315	9.65E-85	266	sp|A7MB28|NDRG3_BOVIN	43.6	321	170	4	2	315	90	406	4.55E-87	268
TRINITY_GG_13609_c4_g1_i1.p1	1	sp|Q9JI85|NUCB2_RAT	46.2	301	145	1	50	333	51	351	1.17E-76	249	sp|Q9JI85|NUCB2_RAT	46.2	301	145	1	51	351	50	333	4.47E-81	257
TRINITY_GG_13609_c7_g1_i1.p1	1	sp|O75063|XYLK_HUMAN	51.9	335	150	7	112	442	41	368	3.48E-113	341	sp|O75063|XYLK_HUMAN	51.8	334	152	6	41	368	112	442	1.33E-114	341
TRINITY_GG_13629_c1_g1_i1.p1	1	sp|Q0P5V2|SOBP_MOUSE	43.5	177	54	6	213	345	150	324	1.15E-31	135	sp|Q0P5V2|SOBP_MOUSE	43.5	177	54	6	150	324	213	345	3.04E-32	133
TRINITY_GG_13643_c0_g1_i2.p1	1	sp|Q9VUW9|HIP14_DROME	53	623	273	8	17	628	10	623	5.03E-226	645	sp|Q9VUW9|HIP14_DROME	53.2	624	270	10	10	623	17	628	1.47E-227	645
TRINITY_GG_13649_c0_g1_i1.p1	1	sp|Q6JHU9|CBP_RAT	60.2	966	307	15	1	940	1193	2107	0	1060	sp|Q6JHU9|CBP_RAT	60.4	964	309	15	1193	2107	1	940	0	1047
TRINITY_GG_13666_c7_g1_i1.p1	1	sp|Q921L5|COG2_MOUSE	36.5	721	425	8	19	712	8	722	7.82E-159	479	sp|Q921L5|COG2_MOUSE	36.6	721	424	8	8	722	19	712	2.88E-158	474
TRINITY_GG_13671_c5_g1_i2.p1	1	sp|Q5T4S7|UBR4_HUMAN	56.3	3347	1342	40	1	3289	1899	5182	0	3515	sp|Q5T4S7|UBR4_HUMAN	56.3	3347	1342	40	1899	5182	1	3289	0	3519
TRINITY_GG_13672_c17_g4_i1.p1	1	sp|Q8CIM8|INT4_MOUSE	41.7	792	417	13	1	779	1	760	8.65E-179	541	sp|Q8CIM8|INT4_MOUSE	41.7	794	414	14	1	760	1	779	2.66E-185	554
TRINITY_GG_13672_c20_g3_i1.p1	1	sp|Q29RP1|UBP1_BOVIN	25.4	822	436	26	13	708	13	783	9.59E-42	166	sp|Q29RP1|UBP1_BOVIN	25.7	743	408	23	79	783	72	708	1.50E-41	161
TRINITY_GG_13674_c26_g1_i5.p1	1	sp|B2D0J4|VDPP4_APIME	38.8	752	409	14	157	904	68	772	1.03E-173	526	sp|B2D0J4|VDPP4_APIME	38.9	750	407	14	68	770	157	902	4.18E-177	531
TRINITY_GG_13674_c30_g1_i1.p1	1	sp|Q6DGW9|TMCO1_DANRE	72.7	183	50	0	1	183	4	186	1.49E-89	263	sp|Q6DGW9|TMCO1_DANRE	73.3	180	48	0	4	183	1	180	7.70E-92	265
TRINITY_GG_13674_c31_g1_i2.p1	1	sp|Q5BIM1|TRI45_BOVIN	33.4	596	348	9	97	690	18	566	6.29E-96	311	sp|Q5BIM1|TRI45_BOVIN	33.4	596	348	9	18	566	97	690	2.43E-105	332
TRINITY_GG_13674_c31_g1_i2.p2	1	sp|Q6DCP1|FXRD1_XENLA	54.4	436	183	5	72	502	74	498	1.42E-166	483	sp|Q6DCP1|FXRD1_XENLA	54.4	436	183	5	74	498	72	502	1.53E-165	477
TRINITY_GG_13674_c33_g1_i2.p1	1	sp|Q7QJT4|PRIC1_ANOGA	83.8	297	48	0	153	449	278	574	5.89E-182	559	sp|Q7QJT4|PRIC1_ANOGA	82	306	55	0	278	583	153	458	1.83E-184	562
TRINITY_GG_13678_c3_g1_i3.p1	1	sp|Q8VD72|TTC8_MOUSE	63.1	306	112	1	1	305	210	515	7.16E-111	333	sp|Q8VD72|TTC8_MOUSE	63.1	306	112	1	210	515	1	305	1.28E-109	327
TRINITY_GG_13678_c4_g1_i1.p1	1	sp|Q16K67|MED16_AEDAE	44.9	887	406	15	1	873	1	818	1.64E-242	703	sp|Q16K67|MED16_AEDAE	45	887	405	16	1	818	1	873	2.79E-245	706
TRINITY_GG_13679_c0_g1_i1.p2	1	sp|P54366|GSC_DROME	100	57	0	0	56	112	287	343	1.58E-28	112	sp|P54366|GSC_DROME	100	57	0	0	287	343	56	112	1.44E-29	112
TRINITY_GG_13682_c16_g1_i1.p1	1	sp|O45040|GBB1_HOMAM	92.4	343	23	1	1	343	1	340	2.02E-192	536	sp|O45040|GBB1_HOMAM	92.4	343	23	1	1	340	1	343	9.60E-193	533
TRINITY_GG_13682_c17_g1_i1.p1	1	sp|F1QN54|KIF3B_DANRE	54.4	794	284	8	14	748	1	775	5.07E-236	680	sp|F1QN54|KIF3B_DANRE	54.4	788	293	8	1	775	14	748	6.44E-234	671
TRINITY_GG_13682_c18_g1_i10.p1	1	sp|Q9VGH7|CLCN2_DROME	58.4	1068	294	12	13	938	101	1160	0	1119	sp|Q9VGH7|CLCN2_DROME	58.4	1068	294	12	101	1160	13	938	0	1110
TRINITY_GG_13683_c0_g1_i5.p1	1	sp|Q642A2|ATRAP_RAT	33.1	142	79	6	6	137	2	137	3.98E-10	58.5	sp|Q642A2|ATRAP_RAT	32.1	140	83	5	2	137	6	137	2.22E-11	58.2
TRINITY_GG_13690_c0_g1_i4.p1	1	sp|P22814|RUNT_DROME	67.1	170	44	5	64	232	112	270	5.78E-65	220	sp|P22814|RUNT_DROME	67.1	170	44	5	112	270	64	232	5.36E-66	219
TRINITY_GG_13691_c13_g1_i5.p1	1	sp|O43581|SYT7_HUMAN	58.3	271	109	2	124	392	134	402	3.79E-114	342	sp|O43581|SYT7_HUMAN	58.3	271	109	2	134	402	124	392	3.21E-115	341
TRINITY_GG_13697_c0_g1_i1.p1	1	sp|O95789|ZMYM6_HUMAN	40.4	589	336	8	47	627	744	1325	1.10E-136	434	sp|O95789|ZMYM6_HUMAN	40	603	344	9	730	1325	36	627	3.39E-139	438
TRINITY_GG_13700_c11_g1_i2.p1	1	sp|Q9HCJ6|VAT1L_HUMAN	58.3	348	144	1	51	398	40	386	2.19E-148	431	sp|Q9HCJ6|VAT1L_HUMAN	58.1	351	146	1	40	389	51	401	4.57E-152	437
TRINITY_GG_13700_c12_g1_i7.p1	1	sp|P40796|LA_DROME	42.7	370	192	9	13	378	25	378	4.16E-77	246	sp|P40796|LA_DROME	44.3	343	172	8	51	378	40	378	1.31E-74	236
TRINITY_GG_13700_c12_g1_i7.p2	1	sp|O95671|ASML_HUMAN	41.1	175	93	3	1	166	2	175	4.01E-35	132	sp|O95671|ASML_HUMAN	41.3	172	91	3	5	175	4	166	2.65E-34	127
TRINITY_GG_13700_c13_g1_i5.p1	1	sp|Q5RDY1|NPL_PONAB	32.2	304	202	3	2	303	5	306	1.46E-49	170	sp|Q5RDY1|NPL_PONAB	32.2	304	202	3	5	306	2	303	2.28E-51	171
TRINITY_GG_13703_c2_g1_i5.p1	1	sp|Q9GZT9|EGLN1_HUMAN	42.4	413	180	10	7	391	21	403	9.69E-96	296	sp|Q9GZT9|EGLN1_HUMAN	42.4	413	180	10	21	403	7	391	1.40E-91	282
TRINITY_GG_13709_c14_g1_i2.p1	1	sp|P53041|PPP5_HUMAN	62.3	427	161	0	9	435	25	451	6.24E-195	552	sp|P53041|PPP5_HUMAN	62.7	424	158	0	28	451	12	435	5.94E-196	551
TRINITY_GG_1371_c1_g1_i2.p1	1	sp|Q7ZYJ9|AASDB_XENLA	51	335	164	0	1	335	1	335	9.93E-120	354	sp|Q7ZYJ9|AASDB_XENLA	51.4	333	162	0	1	333	1	333	9.43E-124	361
TRINITY_GG_13710_c4_g1_i4.p1	1	sp|Q24509|STX5_DROME	65.9	176	55	2	1	172	293	467	8.15E-64	206	sp|Q24509|STX5_DROME	65.9	176	55	2	293	467	1	172	2.55E-64	204
TRINITY_GG_13711_c12_g1_i1.p1	1	sp|P08793|XDH_CALVI	54.8	1233	523	9	1	1215	135	1351	0	1383	sp|P08793|XDH_CALVI	54.8	1233	523	9	135	1351	1	1215	0	1389
TRINITY_GG_13713_c14_g1_i3.p1	1	sp|Q9D8N3|TM86A_MOUSE	42.2	161	91	1	10	168	68	228	6.03E-33	121	sp|Q9D8N3|TM86A_MOUSE	43	158	88	1	71	228	13	168	6.58E-36	125
TRINITY_GG_13713_c16_g1_i1.p1	1	sp|B5X4E0|CALUB_SALSA	59.1	301	111	7	38	335	25	316	1.83E-116	342	sp|B5X4E0|CALUB_SALSA	58.8	301	112	6	25	316	38	335	2.50E-118	343
TRINITY_GG_13713_c17_g1_i1.p1	1	sp|A5YVD9|CAB45_CAPHI	32.9	359	223	9	11	360	6	355	5.68E-45	160	sp|A5YVD9|CAB45_CAPHI	32.7	361	225	9	4	355	9	360	3.06E-47	163
TRINITY_GG_13713_c18_g1_i4.p1	1	sp|Q9VUL9|FUCTA_DROME	62.6	380	129	8	141	509	111	488	4.07E-166	483	sp|Q9VUL9|FUCTA_DROME	62.6	380	129	8	111	488	141	509	3.74E-166	479
TRINITY_GG_13717_c11_g1_i1.p1	1	sp|P79403|GANAB_PIG	51.7	916	424	7	26	927	33	944	0	1000	sp|P79403|GANAB_PIG	51.8	915	423	7	33	943	26	926	0	1001
TRINITY_GG_13719_c10_g1_i2.p1	1	sp|Q9CX11|UTP23_MOUSE	34.5	142	89	2	31	169	71	211	7.00E-15	74.3	sp|Q9CX11|UTP23_MOUSE	34.5	142	89	2	71	211	31	169	3.40E-17	77
TRINITY_GG_13719_c11_g1_i1.p1	1	sp|P05300|LAMP1_CHICK	30	207	120	7	95	290	218	410	7.07E-19	89.4	sp|P05300|LAMP1_CHICK	29.2	260	140	9	184	410	42	290	3.86E-22	95.1
TRINITY_GG_13720_c4_g1_i1.p1	1	sp|E9Q5F9|SETD2_MOUSE	31.5	1327	531	39	711	1899	1447	2533	1.84E-134	472	sp|E9Q5F9|SETD2_MOUSE	30.6	1368	511	35	1436	2533	701	1899	9.42E-131	456
TRINITY_GG_13720_c6_g1_i2.p1	1	sp|Q502B3|B3GL2_DANRE	31.1	438	246	13	35	442	46	457	5.29E-61	210	sp|Q502B3|B3GL2_DANRE	31	442	243	14	45	457	34	442	8.59E-62	208
TRINITY_GG_13720_c6_g1_i2.p2	1	sp|Q4R6W9|SNPC1_MACFA	31.1	238	157	4	11	246	6	238	5.16E-23	101	sp|Q4R6W9|SNPC1_MACFA	31.1	238	157	4	6	238	11	246	3.35E-25	103
TRINITY_GG_13723_c0_g1_i2.p3	1	sp|Q8MPP0|NIJA_DROME	45.6	90	48	1	1	90	144	232	2.90E-21	87.4	sp|Q8MPP0|NIJA_DROME	45.6	90	48	1	144	232	1	90	1.63E-20	82.8
TRINITY_GG_13726_c4_g1_i1.p1	1	sp|P70102|MCA3_CRIGR	36.7	139	86	2	32	168	33	171	3.65E-22	90.5	sp|P70102|MCA3_CRIGR	36.7	139	86	2	33	171	32	168	1.10E-23	90.9
TRINITY_GG_13729_c2_g1_i2.p1	1	sp|O01367|HOW_DROME	70.5	298	74	8	20	313	84	371	5.91E-134	389	sp|O01367|HOW_DROME	70.7	297	75	8	84	371	20	313	1.79E-134	387
TRINITY_GG_13739_c2_g1_i1.p1	1	sp|P29413|CALR_DROME	80.7	347	66	1	27	373	17	362	7.21E-162	464	sp|P29413|CALR_DROME	80.7	347	66	1	17	362	27	373	1.14E-162	463
TRINITY_GG_13755_c10_g1_i2.p1	1	sp|O35298|AOAH_MOUSE	45.6	226	123	0	3	228	349	574	2.10E-72	233	sp|O35298|AOAH_MOUSE	45.6	226	123	0	349	574	3	228	2.00E-74	236
TRINITY_GG_13755_c6_g1_i2.p1	1	sp|Q02365|NDUB3_BOVIN	48.9	90	39	3	5	90	4	90	1.12E-20	82	sp|Q02365|NDUB3_BOVIN	49.4	89	40	3	4	89	3	89	3.62E-21	79.7
TRINITY_GG_13762_c15_g1_i1.p1	1	sp|Q9UJ71|CLC4K_HUMAN	30.8	133	82	6	12	141	196	321	1.45E-09	58.2	sp|Q9UJ71|CLC4K_HUMAN	33	112	68	4	215	321	32	141	1.64E-09	55.1
TRINITY_GG_13773_c5_g1_i3.p1	1	sp|Q96E52|OMA1_HUMAN	39.3	107	64	1	65	170	136	242	1.80E-16	80.1	sp|Q96E52|OMA1_HUMAN	39.3	107	64	1	136	242	65	170	6.69E-19	84.3
TRINITY_GG_13774_c42_g1_i1.p1	1	sp|Q63159|COQ3_RAT	46.2	264	137	2	5	268	74	332	2.09E-80	249	sp|Q63159|COQ3_RAT	46.2	264	137	2	74	332	5	268	6.75E-83	252
TRINITY_GG_13774_c50_g1_i1.p1	1	sp|Q6K7R2|PIRL6_ORYSJ	27.2	250	116	8	812	1013	277	508	8.34E-08	60.5	sp|Q6K7R2|PIRL6_ORYSJ	27.1	251	117	8	277	509	812	1014	1.19E-07	54.3
TRINITY_GG_13774_c51_g1_i2.p1	1	sp|Q24320|RPAB2_DROME	72.2	133	33	3	1	131	1	131	8.73E-56	173	sp|Q24320|RPAB2_DROME	82	100	17	1	32	131	33	131	8.41E-56	169
