transcript	zeroOne	annot.x	pident.x	length.x	mismatch	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismach	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_13105_c9_g1_i5.p1	1	sp|B4K9L4|PDE6_DROMO	67.8	960	267	7	105	1059	144	1066	0	1254	sp|B4K9L4|PDE6_DROMO	67.8	960	267	7	144	1066	105	1059	0	1266
TRINITY_GG_13106_c2_g1_i2.p1	1	sp|Q9VEU1|CAD89_DROME	39.3	1897	903	37	37	1722	53	1912	0	1218	sp|Q9VEU1|CAD89_DROME	39.5	1881	896	36	69	1912	47	1722	0	1227
TRINITY_GG_13111_c0_g1_i1.p1	1	sp|Q1L6Q1|DUSTY_APIME	48.4	920	431	16	13	909	5	903	1.59E-280	807	sp|Q1L6Q1|DUSTY_APIME	48.5	920	430	16	1	899	9	905	5.76E-278	797
TRINITY_GG_13111_c0_g1_i1.p2	1	sp|Q8TBP5|F174A_HUMAN	44.9	69	36	2	128	195	123	190	2.36E-10	60.5	sp|Q8TBP5|F174A_HUMAN	43.1	65	36	1	123	187	128	191	2.40E-10	56.6
TRINITY_GG_13112_c13_g1_i1.p1	1	sp|P04755|ACH3_DROME	88.3	505	45	4	25	523	25	521	0	878	sp|P04755|ACH3_DROME	88.3	505	45	4	25	521	25	523	0	874
TRINITY_GG_13114_c15_g1_i1.p1	1	sp|O61303|OPSUV_APIME	69	364	108	2	8	367	1	363	7.06E-181	509	sp|O61303|OPSUV_APIME	69	364	108	2	1	363	8	367	7.04E-183	511
TRINITY_GG_13114_c19_g1_i1.p1	1	sp|Q9XYU1|MCM3_DROME	66.7	837	251	10	7	838	6	819	0	1025	sp|Q9XYU1|MCM3_DROME	66.7	837	251	10	6	819	7	838	0	1034
TRINITY_GG_13114_c20_g1_i1.p1	1	sp|Q27J81|INF2_HUMAN	29.8	909	491	15	3	793	109	988	4.47E-89	322	sp|Q27J81|INF2_HUMAN	29.8	912	487	16	109	988	3	793	4.65E-83	299
TRINITY_GG_13114_c22_g1_i2.p1	1	sp|P29375|KDM5A_HUMAN	49.3	1712	728	28	26	1657	12	1663	0	1486	sp|P29375|KDM5A_HUMAN	49.2	1710	732	29	12	1663	26	1657	0	1481
TRINITY_GG_13114_c22_g1_i2.p2	1	sp|Q5XGE0|OGFD3_XENTR	49.1	275	132	4	41	309	42	314	6.53E-84	258	sp|Q5XGE0|OGFD3_XENTR	49.1	275	132	5	42	314	41	309	1.18E-86	262
TRINITY_GG_13115_c25_g1_i1.p1	1	sp|Q9LDU6|ST7R_ARATH	38.7	354	212	4	67	418	82	432	3.72E-85	269	sp|Q9LDU6|ST7R_ARATH	37	387	228	7	59	432	35	418	3.57E-88	273
TRINITY_GG_13115_c26_g1_i2.p1	1	sp|Q767F1|JHAMT_BOMMO	29.3	290	181	5	1	290	1	266	3.72E-39	141	sp|Q767F1|JHAMT_BOMMO	29.1	296	184	6	1	272	1	294	1.43E-40	141
TRINITY_GG_13115_c30_g1_i6.p1	1	sp|B4HI06|JUPIT_DROSE	36.1	122	69	4	1	117	15	132	1.63E-13	68.6	sp|B4HI06|JUPIT_DROSE	44.6	83	39	3	15	95	1	78	2.39E-15	70.9
TRINITY_GG_13115_c32_g1_i2.p1	1	sp|A0A1U8QWA2|ATR12_EMENI	34.3	1127	660	24	50	1138	10	1093	3.09E-180	565	sp|A0A1U8QWA2|ATR12_EMENI	34.3	1127	660	24	10	1093	50	1138	1.06E-180	563
TRINITY_GG_13125_c1_g1_i1.p1	1	sp|P50430|ARSB_RAT	46.6	386	184	6	8	389	23	390	7.28E-113	342	sp|P50430|ARSB_RAT	46.5	387	185	6	22	390	7	389	2.55E-115	345
TRINITY_GG_13128_c12_g1_i1.p1	1	sp|Q8WWQ8|STAB2_HUMAN	31.5	143	87	6	117	256	719	853	2.48E-08	59.7	sp|Q8WWQ8|STAB2_HUMAN	31.5	143	87	6	719	853	117	256	1.73E-09	61.6
TRINITY_GG_13128_c13_g1_i1.p2	1	sp|Q9U4F3|SURF1_DROME	45.9	135	70	2	31	163	45	178	4.46E-35	127	sp|Q9U4F3|SURF1_DROME	45.9	135	70	2	45	178	31	163	6.00E-37	129
TRINITY_GG_13128_c14_g1_i1.p1	1	sp|Q9H4B6|SAV1_HUMAN	63.2	185	52	2	244	425	197	368	1.21E-44	163	sp|Q9H4B6|SAV1_HUMAN	63.2	185	52	2	197	368	244	425	8.41E-44	157
TRINITY_GG_13128_c15_g1_i1.p1	1	sp|Q9VYY9|EVI5_DROME	62.6	743	255	6	202	930	35	768	5.94E-255	738	sp|Q9VYY9|EVI5_DROME	62.6	743	255	6	35	768	202	930	2.94E-253	730
TRINITY_GG_13128_c17_g2_i5.p1	1	sp|Q7T320|GORAB_DANRE	46.4	168	84	1	141	302	120	287	6.72E-33	129	sp|Q7T320|GORAB_DANRE	51	147	72	0	120	266	141	287	1.72E-33	126
TRINITY_GG_13128_c18_g1_i3.p1	1	sp|Q8VDU0|GPSM2_MOUSE	58.2	653	179	8	24	641	24	617	3.09E-69	243	sp|Q8VDU0|GPSM2_MOUSE	58	653	180	8	24	617	24	641	2.41E-72	247
TRINITY_GG_13136_c6_g1_i1.p1	1	sp|Q9VHD2|MAAI2_DROME	88	209	25	0	6	214	15	223	1.88E-142	399	sp|Q9VHD2|MAAI2_DROME	88	209	25	0	15	223	6	214	4.66E-143	397
TRINITY_GG_13148_c8_g1_i1.p1	1	sp|P23950|TISB_MOUSE	82.6	46	8	0	242	287	107	152	2.64E-19	92.4	sp|P23950|TISB_MOUSE	82.6	46	8	0	107	152	242	287	4.08E-21	93.2
TRINITY_GG_13150_c4_g1_i1.p1	1	sp|P62147|CALM1_BRAFL	100	149	0	0	1	149	1	149	2.30E-71	214	sp|P62147|CALM1_BRAFL	100	149	0	0	1	149	1	149	1.33E-72	213
TRINITY_GG_13150_c7_g1_i1.p1	1	sp|Q9QUP4|CHST5_MOUSE	26.9	342	192	11	116	407	38	371	1.29E-24	107	sp|Q9QUP4|CHST5_MOUSE	26.9	342	192	11	38	371	116	407	4.60E-28	113
TRINITY_GG_13153_c20_g1_i1.p1	1	sp|Q9XZ71|TNNT_PERAM	80	345	60	2	1	344	1	337	1.74E-124	367	sp|Q9XZ71|TNNT_PERAM	80	345	60	2	1	337	1	344	4.97E-126	367
TRINITY_GG_13153_c25_g1_i4.p1	1	sp|Q9P2D3|HTR5B_HUMAN	56.5	1801	714	15	17	1776	1	1773	0	1920	sp|Q9P2D3|HTR5B_HUMAN	56.4	1802	714	15	1	1773	17	1776	0	1914
TRINITY_GG_13158_c4_g1_i1.p1	1	sp|Q7ZUX3|WIPI4_DANRE	64.4	360	111	4	7	351	1	358	3.52E-169	478	sp|Q7ZUX3|WIPI4_DANRE	64.4	360	111	4	1	358	7	351	6.93E-169	474
TRINITY_GG_13158_c4_g1_i1.p2	1	sp|P49596|PP2C2_CAEEL	63.3	311	114	0	1	311	1	311	2.19E-146	419	sp|P49596|PP2C2_CAEEL	63.3	311	114	0	1	311	1	311	1.43E-147	418
TRINITY_GG_13159_c0_g1_i4.p1	1	sp|Q8T940|UBX_JUNCO	50.8	329	60	13	1	327	1	229	1.27E-73	231	sp|Q8T940|UBX_JUNCO	72.3	155	23	3	94	229	174	327	1.07E-65	207
TRINITY_GG_13161_c3_g1_i1.p1	1	sp|Q6P301|YIF1B_XENTR	53.8	253	109	4	128	377	53	300	1.96E-90	277	sp|Q6P301|YIF1B_XENTR	47.2	320	130	7	7	298	67	375	2.88E-90	273
TRINITY_GG_13181_c7_g1_i1.p1	1	sp|Q27017|B1_TENMO	30.4	112	72	3	47	153	15	125	2.39E-11	60.8	sp|Q27017|B1_TENMO	30.4	112	72	3	15	125	47	153	3.47E-10	53.9
TRINITY_GG_13181_c9_g1_i4.p1	1	sp|O02194|PSN_DROME	62.4	457	119	6	85	495	92	541	3.14E-171	496	sp|O02194|PSN_DROME	62.6	457	118	6	92	541	85	495	2.87E-177	508
TRINITY_GG_13182_c22_g1_i2.p1	1	sp|P0C152|MKS3_RAT	37	803	421	19	3	772	242	992	2.05E-150	468	sp|P0C152|MKS3_RAT	37.2	793	433	18	242	992	3	772	1.17E-150	465
TRINITY_GG_13182_c23_g1_i3.p1	1	sp|P20350|RHOM_DROME	56.3	231	95	2	67	291	102	332	2.68E-83	257	sp|P20350|RHOM_DROME	55.8	231	96	2	102	332	67	291	1.33E-84	257
TRINITY_GG_13182_c26_g1_i2.p1	1	sp|P97868|RBBP6_MOUSE	51.2	289	126	7	3	284	4	284	2.15E-81	274	sp|P97868|RBBP6_MOUSE	50.5	295	131	7	4	290	3	290	1.29E-80	270
TRINITY_GG_13182_c27_g1_i1.p1	1	sp|Q0PXX8|RSSA_DIACI	62.8	333	88	6	1	329	1	301	1.35E-139	400	sp|Q0PXX8|RSSA_DIACI	74.6	260	65	1	1	260	1	259	2.69E-138	393
TRINITY_GG_13191_c0_g1_i1.p1	1	sp|Q9H490|PIGU_HUMAN	41.2	345	194	4	11	351	11	350	8.60E-78	248	sp|Q9H490|PIGU_HUMAN	41.2	345	194	4	11	350	11	351	5.65E-73	232
TRINITY_GG_13193_c34_g1_i5.p1	1	sp|P40791|MEF2_DROME	59.5	388	111	11	1	370	1	360	2.92E-116	356	sp|P40791|MEF2_DROME	59.5	388	111	11	1	360	1	370	2.04E-122	368
TRINITY_GG_13193_c35_g1_i4.p1	1	sp|Q9NR09|BIRC6_HUMAN	32.7	599	296	15	348	916	4248	4769	3.74E-73	268	sp|Q9NR09|BIRC6_HUMAN	37.8	434	249	7	4338	4769	502	916	3.46E-72	263
TRINITY_GG_13193_c36_g1_i4.p1	1	sp|Q9V5E1|PAL1_DROME	46.2	325	169	5	98	420	100	420	3.43E-95	302	sp|Q9V5E1|PAL1_DROME	46	326	168	5	100	420	98	420	6.18E-99	308
TRINITY_GG_13193_c36_g1_i4.p2	1	sp|Q5E9V4|MT25B_BOVIN	34.7	498	272	11	9	500	10	460	8.26E-80	259	sp|Q5E9V4|MT25B_BOVIN	35.1	499	269	11	10	460	9	500	3.61E-75	244
TRINITY_GG_13193_c37_g1_i2.p1	1	sp|Q1LZA4|PIGW_BOVIN	32.1	504	306	10	6	474	1	503	6.67E-60	207	sp|Q1LZA4|PIGW_BOVIN	32.1	504	306	11	1	503	6	474	3.07E-67	223
TRINITY_GG_13193_c37_g1_i2.p3	1	sp|Q5U5V2|HYKK_MOUSE	35.8	193	117	3	2	189	181	371	8.61E-34	126	sp|Q5U5V2|HYKK_MOUSE	35.9	192	116	3	181	370	2	188	3.90E-33	121
TRINITY_GG_13195_c5_g1_i2.p1	1	sp|P54802|ANAG_HUMAN	63.2	201	72	1	9	207	75	275	3.76E-87	275	sp|P54802|ANAG_HUMAN	63.2	201	72	1	75	275	9	207	2.12E-87	273
TRINITY_GG_13195_c6_g1_i3.p1	1	sp|Q0IHI4|TIPIN_XENLA	39.8	191	82	5	70	254	64	227	5.74E-30	122	sp|Q0IHI4|TIPIN_XENLA	39.8	191	82	5	64	227	70	254	1.73E-29	117
TRINITY_GG_13202_c6_g1_i2.p1	1	sp|Q9Z2A8|MBTP1_CRIGR	68.5	950	278	9	19	960	8	944	0	1340	sp|Q9Z2A8|MBTP1_CRIGR	68.6	950	277	9	8	944	19	960	0	1344
TRINITY_GG_13202_c8_g1_i3.p1	1	sp|Q9JJC9|HERP2_MOUSE	38	411	207	16	5	385	7	399	1.27E-51	180	sp|Q9JJC9|HERP2_MOUSE	38.6	414	202	18	6	399	4	385	1.32E-54	184
TRINITY_GG_13202_c8_g1_i3.p2	1	sp|Q5PQ50|NUD19_XENLA	39	367	207	8	3	355	6	369	7.35E-82	257	sp|Q5PQ50|NUD19_XENLA	39	367	207	8	6	369	3	355	9.02E-83	256
TRINITY_GG_13208_c11_g1_i1.p1	1	sp|Q3MHR5|SRSF2_BOVIN	73.3	105	26	1	1	105	1	103	1.03E-47	157	sp|Q3MHR5|SRSF2_BOVIN	73.3	105	26	1	1	103	1	105	1.29E-49	159
TRINITY_GG_13208_c14_g1_i1.p1	1	sp|P29372|3MG_HUMAN	47.4	230	101	5	63	291	85	295	8.48E-57	187	sp|P29372|3MG_HUMAN	47.4	230	101	5	85	295	63	291	7.08E-61	194
TRINITY_GG_13208_c19_g1_i7.p1	1	sp|Q27955|KCAB2_BOVIN	56.9	325	131	3	59	378	39	359	2.82E-132	386	sp|Q27955|KCAB2_BOVIN	56.9	325	131	3	39	359	59	378	2.89E-136	393
TRINITY_GG_13208_c21_g1_i3.p1	1	sp|Q6IP65|CNOT9_XENLA	86.1	295	35	3	10	304	11	299	1.57E-176	492	sp|Q6IP65|CNOT9_XENLA	86.1	295	35	3	11	299	10	304	1.28E-177	491
TRINITY_GG_13214_c1_g1_i1.p1	1	sp|Q8CBY1|SMAG1_MOUSE	41.2	636	269	18	1	622	2	546	7.68E-117	376	sp|Q8CBY1|SMAG1_MOUSE	42.1	637	256	20	2	543	1	619	1.31E-117	374
TRINITY_GG_13219_c1_g1_i2.p1	1	sp|Q923Q2|STA13_MOUSE	36.8	1121	551	28	1	1048	78	1113	9.70E-187	575	sp|Q923Q2|STA13_MOUSE	36.7	1122	550	29	78	1113	1	1048	6.71E-195	593
TRINITY_GG_13222_c7_g1_i1.p1	1	sp|Q15057|ACAP2_HUMAN	40.5	881	402	11	1	870	1	770	5.04E-189	564	sp|Q15057|ACAP2_HUMAN	40.4	881	403	11	1	770	1	870	4.87E-181	540
TRINITY_GG_13224_c18_g1_i1.p1	1	sp|P15007|ENO_DROME	78.2	432	94	0	1	432	68	499	1.21E-246	683	sp|P15007|ENO_DROME	78.2	432	94	0	68	499	1	432	1.16E-247	682
TRINITY_GG_13224_c25_g1_i2.p1	1	sp|Q8IMZ9|WFS1_DROME	35.6	885	502	18	37	899	15	853	2.16E-154	478	sp|Q8IMZ9|WFS1_DROME	35.5	890	496	19	15	853	37	899	1.99E-157	482
TRINITY_GG_13224_c27_g1_i1.p1	1	sp|Q9VP22|CDK12_DROME	69.2	465	127	6	995	1455	684	1136	2.08E-198	630	sp|Q9VP22|CDK12_DROME	68.3	473	134	6	676	1136	987	1455	2.51E-204	642
TRINITY_GG_13224_c29_g1_i1.p1	1	sp|P52031|G6PI_DROYA	71.8	554	155	1	10	563	5	557	3.93E-298	822	sp|P52031|G6PI_DROYA	71.8	554	155	1	5	557	10	563	1.86E-298	819
TRINITY_GG_13224_c29_g1_i1.p2	1	sp|Q9V359|VPS28_DROME	75	204	51	0	10	213	6	209	1.56E-111	320	sp|Q9V359|VPS28_DROME	75	204	51	0	6	209	10	213	3.62E-112	318
TRINITY_GG_13230_c9_g1_i3.p1	1	sp|Q9VJV8|DPOG2_DROME	33.8	154	84	3	66	209	216	361	3.14E-17	82	sp|Q9VJV8|DPOG2_DROME	33.8	154	84	3	216	361	66	209	3.03E-18	81.6
TRINITY_GG_13230_c9_g1_i3.p2	1	sp|C3XVM1|GATC_BRAFL	65	103	36	0	39	141	44	146	1.54E-39	133	sp|C3XVM1|GATC_BRAFL	65	103	36	0	44	146	39	141	4.62E-41	133
TRINITY_GG_13233_c4_g1_i1.p1	1	sp|Q5ZJY3|GARL3_CHICK	55.1	850	338	11	34	855	20	853	7.52E-305	898	sp|Q5ZJY3|GARL3_CHICK	55.2	848	340	11	20	853	34	855	2.65E-305	888
TRINITY_GG_13234_c0_g1_i5.p1	1	sp|Q5F4B3|TMLH_CHICK	38.4	380	225	4	70	442	39	416	1.07E-84	268	sp|Q5F4B3|TMLH_CHICK	38.4	380	225	4	39	416	70	442	3.36E-88	274
TRINITY_GG_13234_c0_g2_i1.p1	1	sp|Q29IL2|POMT2_DROPS	59.5	735	250	4	9	708	28	749	0	900	sp|Q29IL2|POMT2_DROPS	59.5	735	250	4	28	749	9	708	0	906
TRINITY_GG_13235_c6_g1_i2.p1	1	sp|Q96DA2|RB39B_HUMAN	56.1	196	83	1	2	197	1	193	1.24E-79	240	sp|Q96DA2|RB39B_HUMAN	56.1	196	83	1	1	193	2	197	9.98E-81	239
TRINITY_GG_13235_c7_g1_i4.p1	1	sp|Q8SZA8|ADXH2_DROME	61.5	122	47	0	37	158	30	151	2.14E-51	164	sp|Q8SZA8|ADXH2_DROME	61.5	122	47	0	30	151	37	158	8.40E-53	164
TRINITY_GG_13235_c8_g1_i2.p1	1	sp|P49793|NUP98_RAT	35.3	1753	934	38	173	1825	159	1810	1.12E-256	803	sp|P49793|NUP98_RAT	35.2	1748	941	38	159	1810	173	1825	3.04E-260	808
TRINITY_GG_13235_c9_g1_i3.p1	1	sp|Q8IXU6|S35F2_HUMAN	40.6	340	197	4	37	374	33	369	1.97E-77	246	sp|Q8IXU6|S35F2_HUMAN	40.2	356	204	5	21	369	21	374	2.24E-78	245
TRINITY_GG_13236_c0_g1_i2.p1	1	sp|Q95TJ9|CYCG_DROME	40.2	348	183	7	11	356	240	564	7.80E-70	231	sp|Q95TJ9|CYCG_DROME	40.2	348	183	7	240	564	11	356	2.10E-69	227
TRINITY_GG_13239_c3_g1_i2.p1	1	sp|Q5F457|WBP4_CHICK	44.2	165	82	3	1	155	1	165	3.09E-35	134	sp|Q5F457|WBP4_CHICK	44.2	165	82	3	1	165	1	155	5.73E-39	141
TRINITY_GG_13239_c4_g1_i5.p1	1	sp|M9NDE3|BARK_DROME	49.2	2872	1329	38	62	2826	85	2932	0	2661	sp|M9NDE3|BARK_DROME	49.2	2874	1324	40	85	2932	62	2826	0	2659
TRINITY_GG_13241_c2_g1_i2.p1	1	sp|Q8R4P9|MRP7_MOUSE	39.6	1540	803	15	31	1522	24	1484	0	1008	sp|Q8R4P9|MRP7_MOUSE	39.8	1534	805	16	26	1484	33	1522	0	1022
TRINITY_GG_13244_c3_g1_i7.p1	1	sp|Q95LL3|TB22B_MACFA	50.3	521	207	10	11	501	4	502	1.50E-163	476	sp|Q95LL3|TB22B_MACFA	50.3	521	207	10	4	502	11	501	1.89E-166	479
TRINITY_GG_13244_c4_g1_i1.p1	1	sp|Q28DB0|TT39B_XENTR	41.9	577	327	4	9	581	7	579	2.32E-155	461	sp|Q28DB0|TT39B_XENTR	42.1	570	322	4	14	579	16	581	1.15E-160	471
TRINITY_GG_13247_c8_g1_i2.p1	1	sp|Q9BPZ7|SIN1_HUMAN	34.3	169	103	2	1	164	1	166	6.13E-24	100	sp|Q9BPZ7|SIN1_HUMAN	34.3	169	103	2	1	166	1	164	3.28E-23	95.9
TRINITY_GG_13249_c1_g1_i2.p1	1	sp|P51587|BRCA2_HUMAN	35.7	700	397	16	110	785	2505	3175	9.68E-117	397	sp|P51587|BRCA2_HUMAN	35.7	700	397	16	2505	3175	110	785	1.24E-116	394
TRINITY_GG_13263_c4_g1_i1.p1	1	sp|Q9UA35|S28A3_EPTST	37.9	623	313	11	8	580	9	607	4.00E-121	377	sp|Q9UA35|S28A3_EPTST	37.9	623	313	11	9	607	8	580	2.43E-119	369
TRINITY_GG_13263_c5_g1_i2.p1	1	sp|P15215|LAMC1_DROME	50.2	1649	784	12	13	1636	4	1639	0	1366	sp|P15215|LAMC1_DROME	50.2	1649	783	13	4	1639	13	1636	0	1380
TRINITY_GG_13263_c6_g1_i1.p1	1	sp|P82094|TMF1_HUMAN	33.7	658	423	6	805	1460	443	1089	1.37E-47	190	sp|P82094|TMF1_HUMAN	33.7	659	424	6	443	1090	805	1461	3.86E-48	187
TRINITY_GG_13263_c7_g1_i2.p1	1	sp|Q9VW43|CP305_DROME	39.2	439	260	3	2	433	58	496	3.68E-114	347	sp|Q9VW43|CP305_DROME	39.2	439	260	3	58	496	2	433	1.34E-114	345
TRINITY_GG_13264_c2_g1_i3.p2	1	sp|Q8N6T3|ARFG1_HUMAN	64.9	134	47	0	1	134	1	134	9.71E-62	200	sp|Q8N6T3|ARFG1_HUMAN	52.2	186	78	3	1	183	1	178	8.02E-63	200
TRINITY_GG_13265_c10_g1_i1.p1	1	sp|Q9Y4I1|MYO5A_HUMAN	48.7	1525	631	21	1	1454	1	1445	0	1039	sp|Q9Y4I1|MYO5A_HUMAN	48.7	1525	631	21	1	1445	1	1454	0	1021
TRINITY_GG_13267_c10_g1_i1.p1	1	sp|Q9P6J4|YHD6_SCHPO	32.9	310	196	8	18	323	2	303	3.82E-39	143	sp|Q9P6J4|YHD6_SCHPO	32.9	310	196	8	2	303	18	323	1.54E-39	140
TRINITY_GG_13267_c11_g1_i2.p1	1	sp|Q27268|DX39B_DROME	85.7	244	32	2	1	243	1	242	6.57E-145	415	sp|Q27268|DX39B_DROME	85.7	244	32	2	1	242	1	243	2.58E-145	413
TRINITY_GG_13267_c12_g1_i2.p1	1	sp|O96567|DDC_DROSI	74.2	476	122	1	86	561	36	510	2.83E-270	749	sp|O96567|DDC_DROSI	74.6	472	119	1	36	506	86	557	7.00E-270	744
TRINITY_GG_13267_c13_g1_i3.p1	1	sp|Q26626|KIFA3_STRPU	45.8	816	341	5	1	814	1	717	1.05E-197	587	sp|Q26626|KIFA3_STRPU	45.8	816	341	5	1	717	1	814	6.68E-198	584
TRINITY_GG_13269_c2_g1_i1.p1	1	sp|Q5M836|LYSM3_RAT	24.7	190	116	5	56	234	65	238	3.19E-10	62.4	sp|Q5M836|LYSM3_RAT	24.7	190	116	5	65	238	56	234	7.54E-11	60.5
TRINITY_GG_13269_c3_g1_i1.p1	1	sp|P60882|MEGF8_MOUSE	33.9	3078	1568	73	42	3010	30	2750	0	1597	sp|P60882|MEGF8_MOUSE	33.9	3091	1552	75	30	2750	42	3010	0	1576
TRINITY_GG_13273_c19_g1_i1.p1	1	sp|Q12887|COX10_HUMAN	50.5	376	161	5	16	382	72	431	7.94E-116	348	sp|Q12887|COX10_HUMAN	56.7	314	130	2	124	431	69	382	3.13E-118	350
TRINITY_GG_13273_c20_g1_i1.p1	1	sp|A7YSY2|SPA5L_BOVIN	43.4	569	289	8	213	759	197	754	3.57E-147	452	sp|A7YSY2|SPA5L_BOVIN	43.4	569	289	8	197	754	213	759	2.12E-144	441
TRINITY_GG_13273_c21_g1_i1.p1	1	sp|Q8C2P3|DUS1L_MOUSE	49.9	487	200	8	35	515	6	454	9.47E-157	459	sp|Q8C2P3|DUS1L_MOUSE	49.9	487	200	8	6	454	35	515	3.55E-160	464
TRINITY_GG_13276_c6_g1_i1.p1	1	sp|Q7Q968|NTAQ1_ANOGA	62.4	197	73	1	21	216	2	198	8.39E-92	271	sp|Q7Q968|NTAQ1_ANOGA	62.4	197	73	1	2	198	21	216	9.46E-93	270
TRINITY_GG_13278_c9_g1_i1.p1	1	sp|Q7TNP2|2AAB_MOUSE	85.3	587	86	0	3	589	13	599	2.46E-143	431	sp|Q7TNP2|2AAB_MOUSE	85.3	587	86	0	13	599	3	589	1.03E-144	431
TRINITY_GG_13281_c2_g1_i2.p1	1	sp|Q24087|XPF_DROME	46.2	797	386	16	1	762	46	834	1.26E-221	650	sp|Q24087|XPF_DROME	46.2	797	386	16	46	834	1	762	5.80E-218	638
TRINITY_GG_13291_c3_g1_i2.p1	1	sp|Q9XYF4|DRONC_DROME	37.3	83	51	1	2	83	368	450	5.35E-18	80.5	sp|Q9XYF4|DRONC_DROME	37.3	83	51	1	368	450	2	83	2.30E-17	76.6
TRINITY_GG_13294_c7_g1_i1.p1	1	sp|Q6GM59|MOT12_XENLA	43.8	185	104	0	70	254	13	197	6.69E-45	171	sp|Q6GM59|MOT12_XENLA	43.8	185	104	0	13	197	70	254	2.37E-47	174
TRINITY_GG_13294_c9_g1_i1.p1	1	sp|Q3U1J1|TFPT_MOUSE	39.2	74	41	1	29	98	80	153	6.34E-09	58.2	sp|Q3U1J1|TFPT_MOUSE	39.2	74	41	1	80	153	29	98	3.38E-09	55.1
TRINITY_GG_13297_c0_g1_i1.p1	1	sp|Q8N4B1|SESQ1_HUMAN	55.1	127	57	0	1	127	1	127	1.70E-45	155	sp|Q8N4B1|SESQ1_HUMAN	55.1	127	57	0	1	127	1	127	9.53E-47	155
TRINITY_GG_13299_c2_g1_i1.p1	1	sp|Q8NHP8|PLBL2_HUMAN	48.6	525	235	10	70	586	91	588	3.09E-166	489	sp|Q8NHP8|PLBL2_HUMAN	48.6	525	235	10	91	588	70	586	3.59E-167	488
TRINITY_GG_13302_c13_g1_i3.p1	1	sp|Q00168|KCC2A_DROME	90.6	385	33	2	1	384	1	383	1.05E-250	694	sp|Q00168|KCC2A_DROME	90.6	385	33	2	1	383	1	384	1.38E-252	695
TRINITY_GG_13302_c16_g1_i3.p1	1	sp|A5PK71|PACRG_BOVIN	78.1	160	35	0	1	160	98	257	2.22E-91	269	sp|A5PK71|PACRG_BOVIN	78.1	160	35	0	98	257	1	160	8.40E-92	267
TRINITY_GG_13314_c1_g1_i2.p1	1	sp|P30838|AL3A1_HUMAN	53.6	450	207	2	9	458	5	452	3.40E-162	471	sp|P30838|AL3A1_HUMAN	53.6	450	207	2	5	452	9	458	2.45E-163	470
TRINITY_GG_13317_c0_g1_i1.p1	1	sp|O95847|UCP4_HUMAN	59.8	301	120	1	22	321	23	323	1.43E-128	372	sp|O95847|UCP4_HUMAN	59.8	301	120	1	23	323	22	321	1.54E-132	379
TRINITY_GG_13319_c1_g1_i1.p1	1	sp|P15170|ERF3A_HUMAN	75.4	427	103	1	152	578	71	495	1.31E-238	669	sp|P15170|ERF3A_HUMAN	75.4	427	103	1	71	495	152	578	9.89E-242	673
TRINITY_GG_13324_c12_g1_i1.p1	1	sp|E2RG47|STT3B_CANLF	74.9	764	182	3	12	771	63	820	0	1135	sp|E2RG47|STT3B_CANLF	74.9	764	182	3	63	820	12	771	0	1146
TRINITY_GG_13324_c14_g1_i1.p1	1	sp|Q9W107|SYYM_DROME	45.3	459	242	5	6	458	8	463	2.27E-132	393	sp|Q9W107|SYYM_DROME	45.3	459	242	5	8	463	6	458	1.17E-134	395
TRINITY_GG_13324_c16_g1_i7.p1	1	sp|P13002|ELF1_DROME	67.7	561	115	11	604	1123	795	1330	4.54E-241	726	sp|P13002|ELF1_DROME	66.6	574	121	12	787	1330	591	1123	1.83E-244	731
TRINITY_GG_13324_c17_g1_i1.p1	1	sp|Q9VTW2|INP5E_DROME	60.6	409	136	6	280	665	341	747	1.55E-174	518	sp|Q9VTW2|INP5E_DROME	60.4	412	138	6	338	747	277	665	4.53E-174	514
TRINITY_GG_13324_c18_g1_i2.p1	1	sp|Q3SX41|LC7L3_BOVIN	53	249	110	2	3	251	1	242	2.22E-80	256	sp|Q3SX41|LC7L3_BOVIN	54.9	237	100	2	1	230	3	239	2.25E-80	252
TRINITY_GG_13326_c0_g1_i3.p2	1	sp|F1PZV2|MFS12_CANLF	44	455	224	8	13	441	15	464	3.11E-116	353	sp|F1PZV2|MFS12_CANLF	44	455	224	8	15	464	13	441	3.23E-115	347
TRINITY_GG_13334_c12_g1_i3.p1	1	sp|B4GAN3|QVR_DROPE	75.6	119	25	1	2	116	11	129	2.34E-64	198	sp|B4GAN3|QVR_DROPE	75.6	119	25	1	11	129	2	116	1.58E-65	197
TRINITY_GG_13334_c13_g1_i2.p1	1	sp|Q9VFS5|PP4R3_DROME	71.8	726	178	5	2	723	3	705	0	1036	sp|Q9VFS5|PP4R3_DROME	75	684	162	3	3	681	2	681	0	1025
TRINITY_GG_13341_c11_g1_i2.p1	1	sp|Q96SU4|OSBL9_HUMAN	57.1	739	287	10	25	743	3	731	5.86E-288	811	sp|Q96SU4|OSBL9_HUMAN	57.6	741	276	12	5	731	27	743	3.58E-281	790
